gene	variable	value	bgcname	cluster	bp_count	repseq	genedescription
total.staurosporine.cluster2.aln	clade7	0	staurosporine	cluster2	1707	tfdB	2,4-dichlorophenol 6-monooxygenase
total.staurosporine.cluster2.aln	clade1	0	staurosporine	cluster2	1707	tfdB	2,4-dichlorophenol 6-monooxygenase
total.staurosporine.cluster2.aln	clade6	0	staurosporine	cluster2	1707	tfdB	2,4-dichlorophenol 6-monooxygenase
total.staurosporine.cluster2.aln	clade3	0	staurosporine	cluster2	1707	tfdB	2,4-dichlorophenol 6-monooxygenase
total.staurosporine.cluster2.aln	clade5	32.6060606060606	staurosporine	cluster2	1707	tfdB	2,4-dichlorophenol 6-monooxygenase
total.staurosporine.cluster2.aln	clade10	13.4284153005464	staurosporine	cluster2	1707	tfdB	2,4-dichlorophenol 6-monooxygenase
total.staurosporine.cluster2.aln	clade8	0	staurosporine	cluster2	1707	tfdB	2,4-dichlorophenol 6-monooxygenase
total.staurosporine.cluster3.aln	clade3	0	staurosporine	cluster3	1257	yjiB	Putative cytochrome P450 YjiB
total.staurosporine.cluster3.aln	clade10	9.89617486338798	staurosporine	cluster3	1257	yjiB	Putative cytochrome P450 YjiB
total.staurosporine.cluster3.aln	clade4	52.6666666666667	staurosporine	cluster3	1257	yjiB	Putative cytochrome P450 YjiB
total.staurosporine.cluster3.aln	clade8	0	staurosporine	cluster3	1257	yjiB	Putative cytochrome P450 YjiB
total.staurosporine.cluster3.aln	clade1	0	staurosporine	cluster3	1257	yjiB	Putative cytochrome P450 YjiB
total.staurosporine.cluster3.aln	clade2	0	staurosporine	cluster3	1257	yjiB	Putative cytochrome P450 YjiB
total.staurosporine.cluster3.aln	clade7	0	staurosporine	cluster3	1257	yjiB	Putative cytochrome P450 YjiB
total.staurosporine.cluster3.aln	clade5	22.8030303030303	staurosporine	cluster3	1257	yjiB	Putative cytochrome P450 YjiB
total.staurosporine.cluster3.aln	clade6	0	staurosporine	cluster3	1257	yjiB	Putative cytochrome P450 YjiB
total.staurosporine.cluster4.aln	clade6	0	staurosporine	cluster4	657	gerF	dTDP-4-dehydro-6-deoxyglucose 3-epimerase
total.staurosporine.cluster4.aln	clade3	0	staurosporine	cluster4	657	gerF	dTDP-4-dehydro-6-deoxyglucose 3-epimerase
total.staurosporine.cluster4.aln	clade1	0	staurosporine	cluster4	657	gerF	dTDP-4-dehydro-6-deoxyglucose 3-epimerase
total.staurosporine.cluster4.aln	clade4	22.6666666666667	staurosporine	cluster4	657	gerF	dTDP-4-dehydro-6-deoxyglucose 3-epimerase
total.staurosporine.cluster4.aln	clade5	11.1212121212121	staurosporine	cluster4	657	gerF	dTDP-4-dehydro-6-deoxyglucose 3-epimerase
total.staurosporine.cluster4.aln	clade2	0	staurosporine	cluster4	657	gerF	dTDP-4-dehydro-6-deoxyglucose 3-epimerase
total.staurosporine.cluster4.aln	clade7	0	staurosporine	cluster4	657	gerF	dTDP-4-dehydro-6-deoxyglucose 3-epimerase
total.staurosporine.cluster4.aln	clade8	0	staurosporine	cluster4	657	gerF	dTDP-4-dehydro-6-deoxyglucose 3-epimerase
total.staurosporine.cluster4.aln	clade10	3.99344262295082	staurosporine	cluster4	657	gerF	dTDP-4-dehydro-6-deoxyglucose 3-epimerase
total.staurosporine.cluster5.aln	clade7	0	staurosporine	cluster5	1227	LFOLEMLJ_01454	Cytochrome P450 107B1
total.staurosporine.cluster5.aln	clade10	5.97049180327869	staurosporine	cluster5	1227	LFOLEMLJ_01454	Cytochrome P450 107B1
total.staurosporine.cluster5.aln	clade2	0	staurosporine	cluster5	1227	LFOLEMLJ_01454	Cytochrome P450 107B1
total.staurosporine.cluster5.aln	clade8	0	staurosporine	cluster5	1227	LFOLEMLJ_01454	Cytochrome P450 107B1
total.staurosporine.cluster5.aln	clade5	19.7272727272727	staurosporine	cluster5	1227	LFOLEMLJ_01454	Cytochrome P450 107B1
total.staurosporine.cluster5.aln	clade1	0	staurosporine	cluster5	1227	LFOLEMLJ_01454	Cytochrome P450 107B1
total.staurosporine.cluster5.aln	clade6	0	staurosporine	cluster5	1227	LFOLEMLJ_01454	Cytochrome P450 107B1
total.staurosporine.cluster5.aln	clade4	35.3333333333333	staurosporine	cluster5	1227	LFOLEMLJ_01454	Cytochrome P450 107B1
total.staurosporine.cluster5.aln	clade3	0	staurosporine	cluster5	1227	LFOLEMLJ_01454	Cytochrome P450 107B1
total.staurosporine.cluster6.aln	clade2	0	staurosporine	cluster6	1122	megDII	dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
total.staurosporine.cluster6.aln	clade10	6.41857923497268	staurosporine	cluster6	1122	megDII	dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
total.staurosporine.cluster6.aln	clade3	0	staurosporine	cluster6	1122	megDII	dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
total.staurosporine.cluster6.aln	clade4	36	staurosporine	cluster6	1122	megDII	dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
total.staurosporine.cluster6.aln	clade5	17.3333333333333	staurosporine	cluster6	1122	megDII	dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
total.staurosporine.cluster6.aln	clade1	0	staurosporine	cluster6	1122	megDII	dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
total.staurosporine.cluster6.aln	clade6	0	staurosporine	cluster6	1122	megDII	dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
total.staurosporine.cluster6.aln	clade7	0	staurosporine	cluster6	1122	megDII	dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
total.staurosporine.cluster6.aln	clade8	0	staurosporine	cluster6	1122	megDII	dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
total.staurosporine.cluster7.aln	clade8	0	staurosporine	cluster7	3216	rebD	Dichlorochromopyrrolate synthase
total.staurosporine.cluster7.aln	clade1	0	staurosporine	cluster7	3216	rebD	Dichlorochromopyrrolate synthase
total.staurosporine.cluster7.aln	clade6	0	staurosporine	cluster7	3216	rebD	Dichlorochromopyrrolate synthase
total.staurosporine.cluster7.aln	clade7	0	staurosporine	cluster7	3216	rebD	Dichlorochromopyrrolate synthase
total.staurosporine.cluster7.aln	clade10	20.4087431693989	staurosporine	cluster7	3216	rebD	Dichlorochromopyrrolate synthase
total.staurosporine.cluster7.aln	clade2	0	staurosporine	cluster7	3216	rebD	Dichlorochromopyrrolate synthase
total.staurosporine.cluster7.aln	clade3	0	staurosporine	cluster7	3216	rebD	Dichlorochromopyrrolate synthase
total.staurosporine.cluster7.aln	clade4	106	staurosporine	cluster7	3216	rebD	Dichlorochromopyrrolate synthase
total.staurosporine.cluster7.aln	clade5	54.2424242424242	staurosporine	cluster7	3216	rebD	Dichlorochromopyrrolate synthase
total.staurosporine.cluster8.aln	clade10	7.55846994535519	staurosporine	cluster8	1005	fcl_1	GDP-L-fucose synthase
total.staurosporine.cluster8.aln	clade1	0	staurosporine	cluster8	1005	fcl_1	GDP-L-fucose synthase
total.staurosporine.cluster8.aln	clade3	0	staurosporine	cluster8	1005	fcl_1	GDP-L-fucose synthase
total.staurosporine.cluster8.aln	clade4	31.3333333333333	staurosporine	cluster8	1005	fcl_1	GDP-L-fucose synthase
total.staurosporine.cluster8.aln	clade7	0	staurosporine	cluster8	1005	fcl_1	GDP-L-fucose synthase
total.staurosporine.cluster8.aln	clade2	0	staurosporine	cluster8	1005	fcl_1	GDP-L-fucose synthase
total.staurosporine.cluster8.aln	clade5	14.6212121212121	staurosporine	cluster8	1005	fcl_1	GDP-L-fucose synthase
total.staurosporine.cluster8.aln	clade6	0	staurosporine	cluster8	1005	fcl_1	GDP-L-fucose synthase
total.staurosporine.cluster8.aln	clade8	0	staurosporine	cluster8	1005	fcl_1	GDP-L-fucose synthase
total.staurosporine.cluster9.aln	clade7	0	staurosporine	cluster9	849	LFOLEMLJ_01449	27-O-demethylrifamycin SV methyltransferase
total.staurosporine.cluster9.aln	clade8	0	staurosporine	cluster9	849	LFOLEMLJ_01449	27-O-demethylrifamycin SV methyltransferase
total.staurosporine.cluster9.aln	clade2	0	staurosporine	cluster9	849	LFOLEMLJ_01449	27-O-demethylrifamycin SV methyltransferase
total.staurosporine.cluster9.aln	clade5	12.2272727272727	staurosporine	cluster9	849	LFOLEMLJ_01449	27-O-demethylrifamycin SV methyltransferase
total.staurosporine.cluster9.aln	clade4	24.6666666666667	staurosporine	cluster9	849	LFOLEMLJ_01449	27-O-demethylrifamycin SV methyltransferase
total.staurosporine.cluster9.aln	clade6	0	staurosporine	cluster9	849	LFOLEMLJ_01449	27-O-demethylrifamycin SV methyltransferase
total.staurosporine.cluster9.aln	clade10	4.56612021857923	staurosporine	cluster9	849	LFOLEMLJ_01449	27-O-demethylrifamycin SV methyltransferase
total.staurosporine.cluster9.aln	clade3	0	staurosporine	cluster9	849	LFOLEMLJ_01449	27-O-demethylrifamycin SV methyltransferase
total.staurosporine.cluster9.aln	clade1	0	staurosporine	cluster9	849	LFOLEMLJ_01449	27-O-demethylrifamycin SV methyltransferase
